reviewId,content,score,app
d69b908d-691e-4ed8-83e7-097589bd533e,Great app. Fast. Does not crash. Very intuitive to use. I hope developes further with new features.,5,Twitter
a1e710de-0d31-44e3-8001-17c6bf2baa91,can't download anything,1,Dropbox
af754d52-5b2a-4cdc-b0e5-e90d790fe422,Whenever I try to subscribe i never get it all UPI even debit card payment has been stucked so it's worse,1,Netflix
37f0a867-8915-4309-bc82-d8a02f78bd88,Best music and podcast app on the market in my opinion.,5,Spotify
4e2ebcdd-5b54-4754-8da6-39ff11c05505,I can't download my own pictures because it's full,1,Dropbox
f2d18bd1-5b01-4d90-b264-e48bc4c697fd,Saqlain khan,1,TikTok
34884123-fa95-42ee-8b6a-9b99554ef0ed,Vera level game bro super super bro,5,Subway Surfers
de3e1b01-9aa6-42a4-88a7-f686ea378671,"why is it so hard to log in to my own account, we have to wait for 1 hour for a verification text but even after waiting for hours it sill doesnt work, fix it please.",1,LINE
9e7dcf91-1a8a-47fe-8d85-05ef5d48e923,Thankfuly,5,Flipboard
f024b25f-5d73-4c2a-8f67-1799f597c5f2,Good,5,Twitter
8be4c6c3-4f1f-4d57-a23f-e86a03ee000f,Wish syou,2,Flipboard
fcf9da44-34c4-4778-a66b-93f24067a347,App works perfectly. UI takes a little to figure out the feeds. Love the news open policy! It is the only reason I came back and became a daily user.,5,Twitter
d6146837-1920-42ca-a0ae-e6be55a9b1f3,so difficult to switch another account need a few day to login for own account not sense,1,LINE
012f1521-4dc7-4c4f-a825-c1d770d6c7b9,Really fun.Do recommend.,4,Subway Surfers
95608496-ba10-410b-a10f-484cf3abc2b2,Ok,5,WhatsApp
1c79ad74-a3a6-4f09-9829-8a38382b518d,Service not available problem in loggin,1,Snapchat
42a8b2e5-5717-41f4-a488-ceabd16da383,💫💥,5,Subway Surfers
502edeb5-3192-4463-bfa3-b97a0679699d,I love this game a very much and it is lake a emotion and it feels like somthing like we cant tell like that feel like that i love very much to play this gamer,5,Subway Surfers
d71f3b06-24de-469e-bddf-f95b1ed3738e,great,4,Microsoft Word
220900b1-3d18-48b8-84f5-754613f74589,Noman naul,5,TikTok
027be44d-5ec9-4d75-bb2e-773569ef72b2,Nice..... going downhill,5,Candy Crush Saga
ebfc4914-88c1-4d1c-9d9c-9a16517f98b9,Bad,2,Snapchat
073f7fd1-0b88-4e93-a615-81647cac1706,The message sometimes is showing is unavailable on this app,4,Facebook Messenger
392276f7-adc3-44d3-b0a0-731df41b11a4,হাউয়া যাতি এপস,5,SHAREit
7cccd591-dbdc-4bcc-a2bd-9e5021a2d202,"This app is a huge time saver and the cloud storage is second to none. All your most precious memories are safe and secure in the cloud, and your access has been made seamless and effortless. Try it once and see how good your cyberspace experience can be. I have personallly used this app since 2010 and never once had a problem.",5,Dropbox
9ece4af0-b71c-4521-b0c9-3eb132a5face,"Worked fine until tried to add a email, login ID and profile background, when it constantly gave me a ""Cannot connect to LINE, please check your internet connection"" error. Reset phone, cleared cache, didn't work (internet OK). Took advice from internet, forced stopped app and cleared cache, appearantly that created some new problem as now I have a verification block for 51 days when I try to sign in. No idea what the original problem was, all I know is don't take advice from the internet lol.",1,LINE
0599a9f1-7dd3-4db5-8217-5bac107332d0,Wow,5,Facebook Messenger
629fc9f6-b59d-4056-a506-5b9af43c3fe9,😘😘😘,5,TikTok
c78d425f-c867-42cc-a36e-f1e8edc48fe3,good one,5,Microsoft PowerPoint
05376974-606b-4556-8ddd-1a5eaae47497,Favouriate App,5,Viber
1e52cfe0-7563-4009-970e-6d0df04afddf,i cant sign up,1,LINE
e86f2435-5204-4051-bce5-129c01e7cba0,Great for keeping up to date & in the know,5,Flipboard
0df92ab4-c63f-4491-b254-bce1daca699d,"Terrible app. Very slow, seems to. Rash more than it works.",1,Dropbox
0d8abe81-63dd-4dd5-a1c5-dde9d2dbda9b,Easy to use,5,Viber
1f7ed941-d584-412b-bb09-59678d8aee10,Nic 🎮 game,5,Subway Surfers
6fad81e1-f2c9-4577-b77a-3b1a6cd11b0f,very nice plateform,4,Candy Crush Saga
269214a3-c111-4180-9a0d-84a11f77bb88,App crashing is getting more common. Playback errors stopping videos. Content not loading. Echo chamber comments.,1,Twitter
89f6bd38-fb91-4f93-bff4-2adfddbfdd3a,Nice app,4,Skype
9b582ab7-3b63-4273-a3f9-fd90c58dfc06,Ok,5,Snapchat
e675bd30-7139-4085-ada1-474918abf3ef,good,4,Microsoft PowerPoint
b9a9843e-a13b-4f25-b200-0d31e7bd9bc4,Awesome,5,LINE
d3f0e7a2-6c84-4351-b0a1-426b2b5076d6,Too much advertisement,1,Spotify
13f21357-2384-4327-8234-b9efb7f9b628,Slow and no AI delete,1,Skype
5e23eb7a-21fe-4b30-ad08-c05901f9889d,Slowly working 🤭😁🙏,5,Facebook
0a9155a0-556a-4b2a-b9fe-8decdebaee58,Time pass hai bss,3,Netflix
24b25f75-ff88-4461-b731-fcf75354e039,Its great 💜,5,Facebook
5617454d-77fc-4648-9324-ffb85b710349,Good,2,Candy Crush Saga
7409a801-e345-4251-8faf-d431a9b1844f,Himanshushu kuswaha,1,Facebook
66bee10f-d0e4-44cb-9dbf-862312ef72d7,"Viber is good at calls however they did block my other phone number and considered as part of spam or unusual activity though I sometimes or rarely use the app. If I will contact your support team, the bot is the one who reply not a human agent! I don't recommend this app as they keep blocking the number without doing nothing on the app.",1,Viber
0d958111-8c0b-4821-bacd-d8e9b2169d34,"Cc ee VV 405936,n",3,Instagram
2584d815-bc1b-46bc-b301-dc95eddba4fb,Very good,5,TikTok
ecde13b8-8ebf-4e74-b901-87ed0ecbc32a,So sad,1,Microsoft PowerPoint
c3b38176-b5ec-4a10-b44b-f627a2bec3c8,HAD A GREAT TIME LAST NIGHT AT THE OLD SCHOOL JAM💙 ON THE RIVER FRONT. Thank you John Smith and to Mrs.Privry who Promoted the Concert two thumbs 👍👍 ♥️,5,Facebook
3d6a8e76-227f-4835-a58e-fdfc2c49cb2a,Such a pathetic app i have ever run.....so many hectic login options are there......lastly failed,1,Netflix
a9e49d14-b88e-4769-a9dc-af828434c079,Good,5,SHAREit
42f3e923-2eed-403b-ba34-e5836ed0c42e,Power,5,Facebook Lite
eaa1d375-c090-4676-8e79-069eab0360cd,Nice,1,SHAREit
2b348b16-ba92-4c77-85de-b30e7ad03b6c,You can call ho you like,5,Viber
6dc6f2d7-b79b-4b54-9c7b-96fdc68f0f53,🙂🙂🙂😍😍😍😍🔥♥️♥️♥️🥰🥰👏🏻👏🏻👏🏻🫶🏻🫶🏻🙃,5,Netflix
95cf644c-8ba0-4931-aad4-134d40edf74f,very very nice it's a very nice app,5,Facebook
b2af8c20-bf58-4149-96e4-488f73fc9e4c,Goooood,5,WhatsApp
ca889b52-7d72-4510-9084-8af262eec509,Fast and easy to use,3,LINE
70e57fbb-267c-4be4-b009-92a092d42e1f,what is going on?? 😭😭,1,Twitter
42ab1666-d4b6-4fa1-ae1c-91c5567450d1,Pretty good but getting more expensive and U can get so much free now.id rather pay YouTube premium and just buy favourite shows. Some Australian and overseas content but so sick of American awful movies.,3,Netflix
a6d65d8f-f4cd-430d-b25c-66deb0e3bf94,good,4,Microsoft Word
5c28e576-63f7-4bfa-b315-369e74396d58,Thankyou,5,LINE
deb8527e-28b7-487f-93d0-bc0a81ea0d41,This aap is best country in india,5,Instagram
8d7205aa-7b70-4725-8cd8-4216664fb23e,Would not change telephone number and would not send a verification code,1,LINE
e3150812-7f86-45b0-9457-06e3cae702cd,Amazing 😍,5,Twitter
994bf018-d5bc-48f3-89d1-341296ec843c,Love,5,Facebook Lite
b24890c0-6023-4be9-a172-3ed3a7848e05,"My TikTok is not yet updated like everyone's own Everyone have explore, following and for you but mine is only showing two which is following and for you. You guys should do something about it Thank you.",3,TikTok
bd5cd124-728e-48b7-b4b6-7c6c64fe4ff0,good apps,5,Skype
e12c86d4-2cef-4190-b57c-a949f33e6e14,Social media for the smart set,5,Twitter
5611e5ce-0343-4ec5-81c1-fa3d98c11d86,Good,4,Facebook
c335d723-9a65-4cec-b6b6-33dfa75e3de4,This is fantastic app and fast super network,5,SHAREit
0b5e1516-7d75-463e-8a97-8ed54cc1f4e9,Best,4,Snapchat
efb92344-ee4d-4ef6-ab99-e45477453da7,"Used to be excellent, and I gave ,5star previously, but the app does not do much to stop or render popups appropriately which are now a big problem. As a result you can't read many of the magazine articles on an 8 inch tablet any more.. You just get screen after screen of modal popups preventing access to the content behind. It's sad to see a once app decline due to lack of maintenance",2,Flipboard
4a1c2ead-25b8-4ce9-8559-47c2119b5f33,Good JOP🤑,3,Viber
8dd64ce0-3482-4b31-bd29-d1b95c41490d,So sigma,5,Netflix
f489ace4-8b21-442a-b31c-1097576ddd60,I can't restore my chatsssss,1,Facebook Messenger
40d50526-3a27-4631-9e9a-d94e3270c114,I love,4,Facebook
31544fb3-1013-4809-9fb0-2072c5ed066e,There is no way to prevent spotify from opening itself and playing when my phone connects to a Bluetooth device. I want to be able to have control over when I play music and when I do not. Your app does not give me that control.,1,Spotify
7a1f7ea1-8deb-4d52-8e39-fb192260ba39,Notification problem For Message,1,Instagram
edad3ff3-fc81-4006-9208-14254b5adf23,Please check the video call quality,2,LINE
5c7980a7-e56a-4bad-9d07-08a900b0f010,I am not sure about it because lots of viruses come with many types of apps on my handset,5,Dropbox
e0899670-c3ac-45fa-acd8-e3b39d00fde7,Nfi,5,SHAREit
6f03734d-591b-43b1-97b7-67745f0c49ec,Best app to take pictures with differrent filters and also chatting,5,Snapchat
e834d414-a821-463c-b8a2-002bd213eade,Nice app,5,TikTok
dbfebe0c-ea85-4c48-ac49-88efef908731,good app,5,Microsoft PowerPoint
07a72749-d19b-494e-acbb-39bc376b36ce,Awesome Service!!!,5,Dropbox
e0b4e1f8-30cf-4f43-8b73-9a43fe50978b,Ye i in ok ⁶ ok uii98. Ytyy7 hy o ok,5,Spotify
a8666863-3560-4ae5-97d5-fbc282eac287,Very satisfied,5,Facebook Messenger
f6e69e57-550c-40d0-aac5-524e65e7a232,It's AMAZING,5,TikTok
9e75b89a-a94a-4f20-99d9-f30a6f1a7c14,Very nice application and I like it.,5,SHAREit
6b83a36d-062e-4e5b-bf0c-30ed5d9f3334,Alhamdulillah,5,Facebook
7a9c7eb8-a02e-42ee-9aa1-c006acbd4050,bahut achcha video hai homemade style mein khana bilkul achcha ghar ka banaa hua khana,5,Facebook
6d8c8c09-f61a-41e1-ba36-c7053b1468ac,কিা্ডনুজাডকু্ডককডাডসডজ,3,SHAREit
6c70b5d3-32d1-4fea-8192-cce20d0c0947,Good,5,Viber
15a502e2-533d-4a65-9f80-331b5694e272,"Fantastic, I'm very happy to be able to communicate with my whole clan. I mean, family, keep up the good work. God bless your program 🙏 🙏🙏😇😇😇😇",5,Facebook Messenger
b648b798-9c76-4f44-873b-dd22b8578c59,Best watching app of my life!,5,Netflix
49523b63-3705-446f-bffc-ae54a48e74ef,Meri setting karwao haaaaaaaaaaaaa Iss aap pe ladhki Baat NHi karti Hai ladka karta hai fake I'd se 😭😭😭,3,Instagram
71a9dfc5-b9e2-48b2-b64a-cf5aacc35ae0,Satisfactory,5,LINE
0909362d-78f9-4733-86c4-88f3550bd448,Best of everything,5,Spotify
d4c884d2-48fb-4616-b5f6-6d26bb68e5a1,my system device is updated but my Facebook apps I don't know what happened like my stories i hope back to normal,3,Facebook
42eda879-7123-426f-baa8-caee84f37e0b,ⓑⓨⓒⓞⓣⓣ ⓢⓦⓔⓓⓔⓝ,2,Spotify
d62e6347-9d96-4794-adab-22abbfde6669,VERY EXCITED,5,Flipboard
b54c7b4f-6b23-44a7-a171-90c75fb09152,They got rid of the first 11 SEASONS of NCIS. How is anyone supposed to start the show at season 12 and know what all is happening? How is anyone supposed to rewatch the first 11 seasons? They cancel shows that everyone likes and start shows no one likes.,1,Netflix
9e8a23cc-f2a3-4548-bc3f-076b7eb0267f,Even though I don't use Spotify i mistakenly purchased Spotify premium so when I ask for refund they refund within 2 hours very fast and good service love Spotify,5,Spotify
6bd464b1-78de-496e-806a-89648f594231,Gessabel belardo,5,SHAREit
e1a591da-3526-4574-ae88-d8c9a38c6f19,very nice app,5,Skype
cfa8f9db-ec7f-49e0-8213-bc603bd063ae,perfect,5,Dropbox
dbc1ce53-987b-480c-8047-a63a7b684243,even if am adicted to this app i love it i hava 1000,5,TikTok
e4cb7135-5852-418f-b605-d94aa7a2c528,The app and articles are great. The comments are a toxic cesspool.,5,Flipboard
1b4abfe3-bf62-4d76-a612-4c7df5911a53,I keep deleting items and they are still here so stupid if you keep sending notifications that I'm over the limit and I'm removing items,1,Dropbox
70c45a07-a688-4cda-a6e3-85b145169e15,Nice,1,Microsoft Word
a0ba960f-e780-4728-a8da-28f6bbc0ea4d,It is so cool game🤩,5,Subway Surfers
88de33d2-2d3e-488d-b8e2-4babfd81f207,I like it,5,Netflix
609ec710-7104-42d1-ae64-bd2657292802,"X fill out a way 🤩💪😜🌧️😜 Dr ,xrsdwwsdeaee😜😜🤩🌧️💯,,d suite sq",5,TikTok
d7a7915e-be38-48e2-b242-1af46655bfd0,nice,5,Microsoft Word
12d922d2-118c-4de4-be82-3640c83eb871,So much good full enjoyment 😃,5,Subway Surfers
b5b2f982-5732-481e-a457-c9417595a4a2,👍👍👍👌👌,5,SHAREit
a462fa9d-601d-4c33-b671-114b265bb4fb,very good and usefull app 😊😊😊👍👍,5,Microsoft PowerPoint
b46cda5f-dca8-4504-9d1f-374a136de962,Good,5,LINE
4800d146-3e2f-4d08-983b-8e91613bfee6,Nice one! Keep going!,5,Viber
7068fbee-fc9a-459b-9ad8-58e7e3829b75,So great,5,Subway Surfers
ae2d10c4-db11-479d-8771-9122f00fa3c1,"Loads super slow, notifications are not working, videos load extremely slow. Just deleted once again.",1,Facebook
815f3c7c-60d7-47af-8f2b-8517c5c3a9ea,One of the best ways to consume your news feed..,5,Flipboard
da0f34b2-d789-4a50-b1f6-ee83a4de4431,Wonderful,3,SHAREit
5ab3fc79-7128-4c78-9ee7-d51821d65de8,Great fun!,5,Candy Crush Saga
3c81dcbc-9159-4f23-b352-caad91368410,That dark mode <3,5,Viber
7c0af64d-30ff-4fb3-b336-082dbf4557f6,Just get stuck sometimes even if there is good internet connection.,1,Dropbox
de130424-4a58-414e-9b4b-9e113c15779e,Csnt log in to my account,1,Twitter
d639248b-5e76-48f2-afc6-31ff8c9b20b0,I still don't have messages history even after backing up to Google drive,1,Viber
0d7b20ae-a20a-4b64-b3c9-77e7fca65f4f,Good app,5,Twitter
7fc55ced-4a63-4624-9130-a09c550ecdf8,Koi bhi laki riply nahi deti don't instead thes aap🤬🤬🤬,1,Instagram
fa622a31-6665-4bb6-a9b2-3ff2f2fe3d31,omg it's very helpful app then any other app really satisfied with it's work,5,Microsoft Word
41367b16-4b51-4ca9-8979-36c7ae2352c2,"You just messed up the messager even more, the former messenger is better than now, there are a lot of people who still need end to end encrypted pls please just bring back the former messenger apps that don't have end to end encrypted, who thought of that?",1,Facebook Messenger
75a7d9cf-6352-4aad-9c4b-97c86474a22a,Awesome 👍,5,Microsoft PowerPoint
07869b3f-4018-4b2e-9cb0-d4d97cde53e7,I feel copy and paste message not smooth,4,Skype
cd26f106-8c55-4f1e-8183-45bece4d2597,How to sign in I can't sign in ...,5,Microsoft PowerPoint
bffd425a-523e-4969-ac5c-a5279d7d14c7,Supperb,5,Candy Crush Saga
e5d6a607-485f-407e-93f9-f60110dc9421,snap chat is amazing app i love it so much,3,Snapchat
19cdcb0c-be8a-41f0-b56a-2b38d4aba130,❤️,5,Facebook
9fe90252-b020-487e-a8de-56b55c4e9c35,Good,5,Skype
60b0f631-4727-4a30-a506-d674ac37324f,"I am banned for no reason,this is unfair and frustrating",1,WhatsApp
febd7f68-f501-45ea-9366-ca3d078d5b12,"I appreciate that Viber offers end-to-end encryption on all messages, ensuring my privacy.""",5,Viber
a53bab93-a008-4a71-be60-e86c968fa594,"when migrating device, this app only migrates text in chats although it said account backup. all medias are deleted and purged in the old device without any further confirmation. years of memories with friends are lost. i'm so glad that nowadays I only use line for one specific group chat and I can't wait for this platform to just die.",1,LINE
eed5663f-6e60-476a-b682-d8eb53a87949,😍😍🥰🤙🤙,4,Instagram
8bcb6564-4fff-4d9a-9594-06a03e4af004,Can't swipe between photos but otherwise no complaints.,4,Instagram
90891529-0eb2-44c2-914e-3627f649272e,Ali Hassan and gdhhdheheyee email earlier Etsy Dyer ryryrur really really r,5,TikTok
cfac53af-ccf7-4bc2-bf35-a4238feeff28,okay lang,5,Microsoft PowerPoint
04eccbef-a30a-44f1-9af9-ef6a611ea58c,Nuy bhnhnuotf,3,Microsoft PowerPoint
cce5cae5-7c98-4cc7-9d95-84526092aceb,Just absolute garbage. Spending better part of an hour resetting passwords and trying to get photos to download onto my phone. Hard to imagine that a process this bad isn't intentional,1,Dropbox
2e4e2add-eb41-4716-9719-55a758820ef2,nice game,5,Subway Surfers
bf8835e5-7b7c-4b18-b358-7de4880bfde5,X is Best.,5,Twitter
fc19a022-17b5-44f6-aba4-7d1401ae10b2,It's very fantastic game that I have ever played🤩,5,Subway Surfers
f549f2f5-f366-49a6-b5d5-8369749c4588,Plis,5,SHAREit
c1aff83c-b14c-4c06-bc9c-1ecb0362ffbc,nics look,5,WhatsApp
f4083d4e-35fb-41ac-b5c3-588bd4c64df4,My TWO STEP VERIFICATION Mobile Number And Backup Phone number has been lost So I Want To Change Backup Phone Number please help me,1,Dropbox
1632a16f-8f31-4035-878d-9f22ad526ef1,Good,5,Candy Crush Saga
c57d1b04-aa66-4165-a46b-7f0320a90329,Awesome game am really enjoying it meeting new friends,5,Candy Crush Saga
89e6dbf0-77db-4c67-8ea8-3e47606a6ede,⭐⭐⭐⭐⭐,5,Viber
41e174e1-9d7b-4c2f-a278-856a7f27856a,"worst app ever, i tried hundreds of times to login but the app remain same, hello app developer i lost my data due to this problem. I suggest all of you to avoid the use of this app.",2,LINE
6d75d933-e91c-496a-ba21-59288cd53335,it needs internet to work,3,Spotify
1279d23d-45fe-4ab6-80a6-864749fe2060,Xê Ol zZ 33ijy,2,Flipboard
e10311d3-3f90-46f8-9a68-2e7fa7447d1c,Running was best im 11 years old and I'm xalled omar,5,Subway Surfers
39e6202a-ddc1-49bf-a822-36f1eac4f537,Awesome,5,Snapchat
d631aae3-b5f8-4218-aca0-de77b8198d14,Video play back error,1,Twitter
7137a2c4-b878-4dc4-bf55-7c6338ac24f4,Thank,5,Viber
66de2bd1-cfc8-411c-af00-f4b3626ebcac,Extremely important app,4,Microsoft Word
72c33180-921a-464a-945a-138d36633173,It would be way better if you unable download without premium 🙏,2,Spotify
a65f70ec-7e78-4f40-978f-676e841238fc,Bamusa,1,WhatsApp
26fdaa70-fe50-489c-bc18-507eae1ce63e,Bekar app hai koi ladki reply nhi karti,5,Instagram
01aa340b-74cd-4bf2-89c6-594459cb0e7e,I Love This Game Very Much,5,Subway Surfers
e39586c7-50ca-4581-8e1b-10b58a92cf53,it's shows me accurate data which I had design on PowerPoint each and every steps are correctly displayed I use it everyday thank you,5,Microsoft PowerPoint
a942759d-1da4-4f6a-9e9a-08b61618c39b,good 😊,5,Facebook
d5eda55f-0c54-4a97-b2fb-a7c44b527293,Bad,1,SHAREit
5305c3ca-d29e-4563-b741-f4e403124fb5,Super 👌,5,Candy Crush Saga
0ad40bee-edcd-46a3-81b4-bcd38ac7a9a0,Best apps,4,Facebook Lite
798561a2-15cf-42de-9f6b-3a2d1bc0a611,Good 👍,3,Candy Crush Saga
e93769d6-7698-440c-ad20-e1e4ff232283,The scanning function doesn't even scan qr codes. And the app overall is buggy.,1,LINE
8e3fa771-18a5-4313-8a25-430507c6bd0d,Very user friendly and with excellent features.,5,Viber
b92e41b4-11c6-4666-983b-fee5dc302a30,amazing,3,Microsoft PowerPoint
3a800eb3-0007-41c3-a38a-18022bba4261,Nice 👍,2,Facebook Messenger
0d4f3b8b-ce83-4801-8425-78f7ff0e7179,World best game ✨,5,Candy Crush Saga
d672d2a7-d4a0-4f8c-8c02-c2c77a137f08,This is how all apps should be.,5,Flipboard
f7232e15-1b5e-4a75-8da0-d348377e1208,Netflix my netflix is account bank problem play song on Netflix website problem,5,Netflix
830cce15-ac56-482b-a3ab-5ef642ab74fa,It's really good,5,Spotify
93a8e692-4300-46c9-85dd-853b4a8ea5d5,. my mi.mkuj,4,Facebook Lite
d152710b-e90c-4fcf-b647-7e747ab9e050,so simple and easy i love this app so much,4,Skype
5e3d1135-fb84-4340-afa5-76247c32bd38,wachiyao wangalusa,5,Facebook
48ee5548-9678-4174-9580-b21e6fa7e7c9,Love this app,5,Flipboard
f8f879f0-8421-4dbd-8cc2-84309ecd03a8,verrryy slow,1,Facebook Lite
1d807196-2780-464e-b07e-7684197b29b4,Nihad Raj,5,Facebook Lite
ce693ce2-abf7-443a-9e57-3e7a44b3e424,It was good at first but after a while it gets boring. It's glichiy and takes up to much space.,1,Snapchat
d2eb091e-0763-4f0c-ba52-734d78fac9e9,Nice app,5,Snapchat
8ffb78f8-c142-43f7-93e5-893ae1e64854,"Trying to look up a song, and I get an inappropriate ad with a woman's breast showing (for Mormon Wives on Hulu) while CHILDREN are in the room. Thank goodness they were too tired to notice. I have NO way of reporting this ad or telling Spotify that I don't want it. Adding insult to injury, it doesn't even play the song that I want. It just defaults to shuffle. If I actually want to play the song I want, I need to pay the Spotify tax. Such an INSULTING way of doing business.",1,Spotify
e87ae193-fad4-4e91-9cd3-1fb192d01a39,Fast,5,TikTok
c7741324-f990-43a9-9910-b00c98f10fe3,Sab koi help karti hai,1,Facebook Lite
309e04b4-a193-4e1b-9c91-274341880b2e,hi evrybardy,5,WhatsApp
d853b6d9-1167-4254-84da-6ecb5733ba4a,good,1,Facebook
9881c240-f654-4a36-8dcd-2c3dad7379ff,Very nice,4,Microsoft PowerPoint
3abb02d6-d204-45d9-b6a1-0f5e293fc187,",susah nak masuk",1,Netflix
6fc69f5d-9b48-4012-8bb2-999a18c515b3,❤️❤️❤️❤️,5,Twitter
7a4404b4-4033-49c1-95eb-e6494f5b528b,علا,3,LINE
7d39a378-1625-4796-b8ae-01961f9fb02e,Good luck$22,4,Facebook Lite
ae70e6a1-1457-4b24-b50e-4132c3101ab9,I can't open,1,LINE
9a4a6528-6ff8-4e5b-8073-c340d73cd60a,Jaya gaming,2,Facebook Lite
395afd81-b0a0-494e-8636-2053ad85336c,Tiktok is very good,2,TikTok
00424bc5-963b-4a3b-97fb-a2455355ff54,Excellent,5,Netflix
